Parm	or	lowor	upor	imod	pr_seed	mi_seed
RA_GRP_EXP	2.3487153831	1.0295188138	5.358293483	4	123	524237
RA_GRP_S8	2.2795889237	1.014066717	5.1244415914	4	123	524237
RA_GRP_EXP	2.3028642669	1.045522336	5.0722817191	4	123	524238
RA_GRP_S8	2.3198211714	1.0921053518	4.9277024954	4	123	524238
RA_GRP_EXP	1.9825202116	0.9182484559	4.2803081932	4	123	524239
RA_GRP_S8	2.3145796463	1.0847870486	4.9385535588	4	123	524239
RA_GRP_EXP	3.3091494766	1.6244996225	6.740826595	4	1234	524230
RA_GRP_S8	2.2231263027	1.0276367958	4.8093748469	4	1234	524230
RA_GRP_EXP	3.38777943	1.6331116437	7.02771884	4	1234	524231
RA_GRP_S8	2.2348040448	1.0586497091	4.7176597466	4	1234	524231
RA_GRP_EXP	3.4107611697	1.676542003	6.9388609031	4	1234	524232
RA_GRP_S8	2.1850834241	1.0052841673	4.7494924575	4	1234	524232
RA_GRP_EXP	2.666208837	1.3003187899	5.4668667542	4	1234	524233
RA_GRP_S8	1.7395884631	0.7656302755	3.9525187519	4	1234	524233
RA_GRP_EXP	3.2550344708	1.4962223318	7.0813335565	4	1234	524234
RA_GRP_S8	2.031992614	0.878847363	4.6981923793	4	1234	524234
RA_GRP_EXP	2.479638366	1.1375030646	5.4053537239	4	1234	524235
RA_GRP_S8	2.1999951255	1.0327272672	4.6865989755	4	1234	524235
RA_GRP_EXP	2.2959472059	1.0774971998	4.8922387671	4	1234	524236
RA_GRP_S8	2.0845189545	0.978062504	4.4426805583	4	1234	524236
RA_GRP_EXP	2.5928100276	1.1412260821	5.8907379921	4	1234	524237
RA_GRP_S8	2.1438671547	0.9461086489	4.8579688837	4	1234	524237
RA_GRP_EXP	2.5511507203	1.1670977424	5.5765423588	4	1234	524238
RA_GRP_S8	2.1728634829	1.0218671007	4.6203030827	4	1234	524238
RA_GRP_EXP	2.1898823116	1.0185681056	4.7081628731	4	1234	524239
RA_GRP_S8	2.1005688138	0.9906711701	4.4539393846	4	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	4	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	4	1234567	524239
RA_GRP_EXP	2.3813344623	1.1077259812	5.1192749089	5	123	524230
RA_GRP_S8	2.3989649679	1.1061643981	5.2026922285	5	123	524230
RA_GRP_EXP	2.3917272017	1.0867991816	5.263492193	5	123	524231
RA_GRP_S8	2.422686697	1.1281932896	5.2024869191	5	123	524231
RA_GRP_EXP	2.4987548027	1.1745669736	5.3158105957	5	123	524232
RA_GRP_S8	2.3510093987	1.0792252918	5.1214933848	5	123	524232
RA_GRP_EXP	1.9392825133	0.9163219157	4.1042526669	5	123	524233
RA_GRP_S8	1.8914992281	0.835834333	4.2804766313	5	123	524233
RA_GRP_EXP	2.3521266919	1.0127806957	5.4626830843	5	123	524234
RA_GRP_S8	2.2195792493	0.9451477217	5.2124466163	5	123	524234
RA_GRP_EXP	2.3253971974	1.0607831233	5.0976226967	5	123	524235
RA_GRP_S8	2.3627942692	1.082387311	5.1578549582	5	123	524235
RA_GRP_EXP	2.2336652311	1.0430518777	4.7833290668	5	123	524236
RA_GRP_S8	2.2328278457	1.0448358639	4.7715821793	5	123	524236
RA_GRP_EXP	2.4588964756	1.068251904	5.6598746559	5	123	524237
RA_GRP_S8	2.3092910934	1.0114469861	5.2724714468	5	123	524237
RA_GRP_EXP	2.4283170775	1.1217137402	5.256888293	5	123	524238
RA_GRP_S8	2.3787879726	1.1071721938	5.1108872225	5	123	524238
RA_GRP_EXP	2.1931158886	1.0373327489	4.6366581078	5	123	524239
RA_GRP_S8	2.2599782783	1.0735330113	4.7576569747	5	123	524239
RA_GRP_EXP	3.3092320343	1.6244816476	6.7412375345	5	1234	524230
RA_GRP_S8	2.3510147974	1.0793847236	5.1207604265	5	1234	524230
RA_GRP_EXP	3.3878357355	1.633115911	7.0279340821	5	1234	524231
RA_GRP_S8	2.3825219236	1.1145907218	5.0928207144	5	1234	524231
RA_GRP_EXP	3.4106815777	1.6765081882	6.9386770111	5	1234	524232
RA_GRP_S8	2.3224095965	1.054427095	5.1151818458	5	1234	524232
RA_GRP_EXP	2.6661657675	1.3003258817	5.4666603196	5	1234	524233
RA_GRP_S8	1.8504096171	0.8096135842	4.2291975062	5	1234	524233
RA_GRP_EXP	3.2549660566	1.4961978287	7.0811518546	5	1234	524234
RA_GRP_S8	2.1737825784	0.9277131076	5.0935258535	5	1234	524234
RA_GRP_EXP	2.4795796324	1.1375053904	5.4050866091	5	1234	524235
RA_GRP_S8	2.350046521	1.0859853781	5.0854447602	5	1234	524235
RA_GRP_EXP	2.2959287846	1.0774982259	4.8921556038	5	1234	524236
RA_GRP_S8	2.1730533592	1.0091968376	4.6791277242	5	1234	524236
RA_GRP_EXP	2.5928365954	1.1412144951	5.8909185253	5	1234	524237
RA_GRP_S8	2.3066663706	1.0073372669	5.2819546344	5	1234	524237
RA_GRP_EXP	2.5510824263	1.1670906524	5.5762776717	5	1234	524238
RA_GRP_S8	2.3456782128	1.0753069378	5.1168704342	5	1234	524238
RA_GRP_EXP	2.1898560811	1.0185661188	4.7080592683	5	1234	524239
RA_GRP_S8	2.2383119686	1.0368231219	4.8321071964	5	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	5	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	5	1234567	524239
RA_GRP_EXP	2.1710229685	0.9590539765	4.9145729494	6	123	524230
RA_GRP_S8	2.4045582482	1.1152078596	5.184594351	6	123	524230
RA_GRP_EXP	2.231920425	0.9927534359	5.0178308161	6	123	524231
RA_GRP_S8	2.4378892226	1.1518771812	5.159668026	6	123	524231
RA_GRP_EXP	2.1946795126	1.0010335672	4.8116450044	6	123	524232
RA_GRP_S8	2.3342399457	1.0950814487	4.9755898344	6	123	524232
RA_GRP_EXP	1.6242046231	0.72845451	3.6214212711	6	123	524233
RA_GRP_S8	1.81407563	0.788869098	4.1716305018	6	123	524233
RA_GRP_EXP	2.0809926143	0.9079058385	4.7698010929	6	123	524234
RA_GRP_S8	2.2450560314	0.9969350685	5.0557721797	6	123	524234
RA_GRP_EXP	2.0606670353	0.9096269672	4.668230806	6	123	524235
RA_GRP_S8	2.3639862403	1.094543794	5.1057170808	6	123	524235
RA_GRP_EXP	1.8285730535	0.8244053349	4.055868237	6	123	524236
RA_GRP_S8	2.1561111373	1.0016355491	4.6412242866	6	123	524236
RA_GRP_EXP	2.0570446189	0.8470718832	4.995364205	6	123	524237
RA_GRP_S8	2.3350037411	1.0227638868	5.3308906786	6	123	524237
RA_GRP_EXP	2.1681218709	0.9519521721	4.9380132578	6	123	524238
RA_GRP_S8	2.3791273593	1.1222031623	5.0438701138	6	123	524238
RA_GRP_EXP	1.8434763449	0.8467630543	4.0134073126	6	123	524239
RA_GRP_S8	2.2698900003	1.0902011004	4.7261010939	6	123	524239
RA_GRP_EXP	3.3024039332	1.6091362321	6.7774695023	6	1234	524230
RA_GRP_S8	2.2231897214	1.027632006	4.8096716611	6	1234	524230
RA_GRP_EXP	3.4174815573	1.6391789488	7.1250184144	6	1234	524231
RA_GRP_S8	2.2348432828	1.0586280926	4.7179217459	6	1234	524231
RA_GRP_EXP	3.4278793879	1.6834268076	6.9800225618	6	1234	524232
RA_GRP_S8	2.1850288437	1.0052690821	4.7493264569	6	1234	524232
RA_GRP_EXP	2.6840057936	1.3026220143	5.5302973704	6	1234	524233
RA_GRP_S8	1.7395843021	0.7656285025	3.9525089965	6	1234	524233
RA_GRP_EXP	3.267255149	1.4961672203	7.1348683918	6	1234	524234
RA_GRP_S8	2.031979782	0.8788447794	4.6981468525	6	1234	524234
RA_GRP_EXP	2.5043691581	1.1446973349	5.4790595632	6	1234	524235
RA_GRP_S8	2.1999888349	1.0327249473	4.6865827017	6	1234	524235
RA_GRP_EXP	2.3378534236	1.1066763282	4.938714682	6	1234	524236
RA_GRP_S8	2.0845103273	0.9780631743	4.4426407398	6	1234	524236
RA_GRP_EXP	2.6544031064	1.1828586665	5.9566337477	6	1234	524237
RA_GRP_S8	2.1439087901	0.9460678981	4.8583668351	6	1234	524237
RA_GRP_EXP	2.5820610582	1.1953870032	5.5773061699	6	1234	524238
RA_GRP_S8	2.1728590333	1.0218649633	4.6202938235	6	1234	524238
RA_GRP_EXP	2.2138650592	1.0312808141	4.7525353263	6	1234	524239
RA_GRP_S8	2.1005616359	0.9906728114	4.4539015662	6	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	6	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	6	1234567	524239
RA_GRP_EXP	2.359967861	1.0896352836	5.111295852	7	123	524230
RA_GRP_S8	2.4020625512	1.1252413452	5.1277039582	7	123	524230
RA_GRP_EXP	2.3560749026	1.0774696492	5.1519678078	7	123	524231
RA_GRP_S8	2.4625263686	1.1833558245	5.1244401644	7	123	524231
RA_GRP_EXP	2.462115674	1.1673001028	5.1931920317	7	123	524232
RA_GRP_S8	2.2960851445	1.0905844193	4.8341117821	7	123	524232
RA_GRP_EXP	1.8497911213	0.8700018148	3.9330115573	7	123	524233
RA_GRP_S8	1.7595433205	0.7543419306	4.1042298874	7	123	524233
RA_GRP_EXP	2.3405776028	1.0306195344	5.3155440316	7	123	524234
RA_GRP_S8	2.1906068669	0.9695240404	4.9496023259	7	123	524234
RA_GRP_EXP	2.266531215	1.0264621864	5.0047277109	7	123	524235
RA_GRP_S8	2.2718496314	1.0412436944	4.9568614681	7	123	524235
RA_GRP_EXP	2.1388121902	0.9897658004	4.6218181948	7	123	524236
RA_GRP_S8	2.118003503	0.9817899843	4.5691430047	7	123	524236
RA_GRP_EXP	2.4368300542	1.0462989539	5.6753767085	7	123	524237
RA_GRP_S8	2.2591837256	0.9952364715	5.1283401003	7	123	524237
RA_GRP_EXP	2.4154326873	1.1073153821	5.2688828867	7	123	524238
RA_GRP_S8	2.3074458001	1.0869373375	4.898448086	7	123	524238
RA_GRP_EXP	2.1473488491	1.0172522205	4.5329044134	7	123	524239
RA_GRP_S8	2.2662584984	1.0683851576	4.8071873192	7	123	524239
RA_GRP_EXP	3.3091494766	1.6244996225	6.740826595	7	1234	524230
RA_GRP_S8	2.2231263027	1.0276367958	4.8093748469	7	1234	524230
RA_GRP_EXP	3.38777943	1.6331116437	7.02771884	7	1234	524231
RA_GRP_S8	2.2348040448	1.0586497091	4.7176597466	7	1234	524231
RA_GRP_EXP	3.4107611697	1.676542003	6.9388609031	7	1234	524232
RA_GRP_S8	2.1850834241	1.0052841673	4.7494924575	7	1234	524232
RA_GRP_EXP	2.666208837	1.3003187899	5.4668667542	7	1234	524233
RA_GRP_S8	1.7395884631	0.7656302755	3.9525187519	7	1234	524233
RA_GRP_EXP	3.2550344708	1.4962223318	7.0813335565	7	1234	524234
RA_GRP_S8	2.031992614	0.878847363	4.6981923793	7	1234	524234
RA_GRP_EXP	2.479638366	1.1375030646	5.4053537239	7	1234	524235
RA_GRP_S8	2.1999951255	1.0327272672	4.6865989755	7	1234	524235
RA_GRP_EXP	2.2959472059	1.0774971998	4.8922387671	7	1234	524236
RA_GRP_S8	2.0845189545	0.978062504	4.4426805583	7	1234	524236
RA_GRP_EXP	2.5928100276	1.1412260821	5.8907379921	7	1234	524237
RA_GRP_S8	2.1438671547	0.9461086489	4.8579688837	7	1234	524237
RA_GRP_EXP	2.5511507203	1.1670977424	5.5765423588	7	1234	524238
RA_GRP_S8	2.1728634829	1.0218671007	4.6203030827	7	1234	524238
RA_GRP_EXP	2.1898823116	1.0185681056	4.7081628731	7	1234	524239
RA_GRP_S8	2.1005688138	0.9906711701	4.4539393846	7	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524235
