"imod","pr_seed","voucher","or","lowor","upor","mi_seed","log_or","log_lowor","log_upor","Intercept","Age","SEXF","RHISP","RBLK","ROTH","PT41","PT42","PT43","PT44","PT45","PT46","PT48","PT50","PT50_1","PT51","PT55","PT209","PT211","PT212","PT213","PT214","PT233","PT237"
"A1R1S99",1234,"RA_GRP_EXP",3.41076,1.67654,6.93886,524232,1.22694,0.51673,1.93714,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A1R1S99",12345,"RA_GRP_EXP",3.24779,1.56142,6.75548,524232,1.17797,0.44559,1.91035,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A1R1S99",123456,"RA_GRP_EXP",3.90364,1.83166,8.31947,524232,1.36191,0.60522,2.11860,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A1R1S99",1234567,"RA_GRP_EXP",3.44025,1.60147,7.39026,524232,1.23554,0.47092,2.00016,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
0,1234567,"RA_GRP_S8",2.67817,1.23268,5.81873,524232,0.98513,0.20919,1.76108,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.40614,1.13306,5.10964,524230,0.87802,0.12492,1.63113,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.47925,1.17448,5.23354,524231,0.90796,0.16082,1.65509,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.32915,1.09039,4.97524,524232,0.84550,0.08653,1.60447,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",1.87121,0.81305,4.30654,524233,0.62658,-0.20697,1.46013,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.22174,0.95847,5.15000,524234,0.79829,-0.04242,1.63900,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.34064,1.08338,5.05696,524235,0.85043,0.08009,1.62076,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.22450,1.05072,4.70955,524236,0.79953,0.04947,1.54959,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.29844,1.00977,5.23170,524237,0.83223,0.00972,1.65474,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.33015,1.08990,4.98170,524238,0.84593,0.08609,1.60577,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123,"RA_GRP_S8",2.26045,1.08077,4.72777,524239,0.81557,0.07768,1.55345,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.22313,1.02764,4.80937,524230,0.79891,0.02726,1.57057,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.23480,1.05865,4.71766,524231,0.80415,0.05699,1.55131,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.18508,1.00528,4.74949,524232,0.78165,0.00527,1.55804,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",1.73959,0.76563,3.95252,524233,0.55365,-0.26706,1.37435,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.03199,0.87885,4.69819,524234,0.70902,-0.12914,1.54718,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.20000,1.03273,4.68660,524235,0.78846,0.03220,1.54471,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.08452,0.97806,4.44268,524236,0.73454,-0.02218,1.49126,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.14387,0.94611,4.85797,524237,0.76261,-0.05540,1.58062,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.17286,1.02187,4.62030,524238,0.77605,0.02163,1.53046,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234,"RA_GRP_S8",2.10057,0.99067,4.45394,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
1,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.39333,1.10305,5.19289,524230,0.87268,0.09808,1.64729,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.45059,1.14392,5.24984,524231,0.89633,0.13446,1.65820,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.36990,1.10381,5.08821,524232,0.86285,0.09877,1.62693,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",1.86709,0.81335,4.28596,524233,0.62438,-0.20659,1.45535,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.22251,0.95146,5.19153,524234,0.79864,-0.04976,1.64703,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.38063,1.09849,5.15926,524235,0.86737,0.09394,1.64079,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.20634,1.02999,4.72618,524236,0.79133,0.02955,1.55312,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.30467,1.01428,5.23671,524237,0.83494,0.01418,1.65569,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.34100,1.09726,4.99450,524238,0.85058,0.09282,1.60834,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123,"RA_GRP_S8",2.28626,1.08843,4.80233,524239,0.82692,0.08474,1.56910,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
10,1234567,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.36213,1.09307,5.10460,524230,0.85956,0.08899,1.63014,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.45541,1.15357,5.22641,524231,0.89829,0.14286,1.65372,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.28627,1.06174,4.92307,524232,0.82692,0.05991,1.59393,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",1.80204,0.79247,4.09774,524233,0.58892,-0.23260,1.41043,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.17375,0.92531,5.10658,524234,0.77645,-0.07763,1.63053,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.29440,1.06017,4.96549,524235,0.83047,0.05843,1.60251,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.16441,1.01679,4.60728,524236,0.77215,0.01665,1.52764,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.25005,0.98825,5.12289,524237,0.81095,-0.01182,1.63372,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.29094,1.07217,4.89515,524238,0.82896,0.06968,1.58824,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123,"RA_GRP_S8",2.22622,1.06011,4.67506,524239,0.80031,0.05837,1.54224,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.22318,1.02762,4.80965,524230,0.79894,0.02725,1.57062,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.23476,1.05863,4.71757,524231,0.80413,0.05697,1.55129,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.18513,1.00528,4.74969,524232,0.78167,0.00527,1.55808,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",1.73957,0.76563,3.95245,524233,0.55364,-0.26706,1.37434,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.03198,0.87884,4.69817,524234,0.70901,-0.12915,1.54717,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.19999,1.03273,4.68656,524235,0.78845,0.03220,1.54470,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.08450,0.97807,4.44258,524236,0.73453,-0.02218,1.49124,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.14387,0.94607,4.85817,524237,0.76261,-0.05544,1.58066,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.17284,1.02187,4.62020,524238,0.77603,0.02163,1.53044,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,1234,"RA_GRP_S8",2.10057,0.99067,4.45395,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524236,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524237,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524238,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,12345,"RA_GRP_S8",2.10056,0.99067,4.45393,524239,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524230,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524231,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524232,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524233,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524234,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
2,123456,"RA_GRP_S8",2.10056,0.99067,4.45393,524235,0.74221,-0.00937,1.49379,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
