"imod","pr_seed","voucher","or","lowor","upor","mi_seed","log_or","log_lowor","log_upor","Intercept","Age","SEXF","RHISP","RBLK","ROTH","PT41","PT42","PT43","PT44","PT45","PT46","PT48","PT50","PT50_1","PT51","PT55","PT209","PT211","PT212","PT213","PT214","PT233","PT237"
5,1234,"RA_GRP_EXP",2.47958,1.13751,5.40509,524235,0.90809,0.12884,1.68734,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234,"RA_GRP_EXP",2.29593,1.07750,4.89216,524236,0.83114,0.07464,1.58763,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234,"RA_GRP_EXP",2.59284,1.14121,5.89092,524237,0.95275,0.13209,1.77341,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234,"RA_GRP_EXP",2.55108,1.16709,5.57628,524238,0.93652,0.15451,1.71852,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234,"RA_GRP_EXP",2.18986,1.01857,4.70806,524239,0.78384,0.01840,1.54928,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
5,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.17102,0.95905,4.91457,524230,0.77520,-0.04181,1.59220,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.23192,0.99275,5.01783,524231,0.80286,-0.00727,1.61300,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.19468,1.00103,4.81165,524232,0.78604,0.00103,1.57104,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",1.62420,0.72845,3.62142,524233,0.48502,-0.31683,1.28687,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.08099,0.90791,4.76980,524234,0.73284,-0.09661,1.56230,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.06067,0.90963,4.66823,524235,0.72303,-0.09472,1.54078,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",1.82857,0.82441,4.05587,524236,0.60354,-0.19309,1.40016,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.05704,0.84707,4.99536,524237,0.72127,-0.16597,1.60851,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",2.16812,0.95195,4.93801,524238,0.77386,-0.04924,1.59696,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123,"RA_GRP_EXP",1.84348,0.84676,4.01341,524239,0.61165,-0.16633,1.38964,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",3.30240,1.60914,6.77747,524230,1.19465,0.47570,1.91360,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",3.41748,1.63918,7.12502,524231,1.22890,0.49420,1.96361,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",3.42788,1.68343,6.98002,524232,1.23194,0.52083,1.94305,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",2.68401,1.30262,5.53030,524233,0.98731,0.26438,1.71024,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",3.26726,1.49617,7.13487,524234,1.18395,0.40291,1.96499,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",2.50437,1.14470,5.47906,524235,0.91804,0.13514,1.70093,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",2.33785,1.10668,4.93871,524236,0.84923,0.10136,1.59711,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",2.65440,1.18286,5.95663,524237,0.97622,0.16793,1.78451,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",2.58206,1.19539,5.57731,524238,0.94859,0.17847,1.71871,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234,"RA_GRP_EXP",2.21387,1.03128,4.75254,524239,0.79474,0.03080,1.55868,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
6,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.35997,1.08964,5.11130,524230,0.85865,0.08584,1.63145,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.35607,1.07747,5.15197,524231,0.85700,0.07462,1.63938,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.46212,1.16730,5.19319,524232,0.90102,0.15469,1.64735,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",1.84979,0.87000,3.93301,524233,0.61507,-0.13926,1.36941,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.34058,1.03062,5.31554,524234,0.85040,0.03016,1.67064,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.26653,1.02646,5.00473,524235,0.81825,0.02612,1.61038,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.13881,0.98977,4.62182,524236,0.76025,-0.01029,1.53079,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.43683,1.04630,5.67538,524237,0.89070,0.04526,1.73614,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.41543,1.10732,5.26888,524238,0.88188,0.10194,1.66182,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123,"RA_GRP_EXP",2.14735,1.01725,4.53290,524239,0.76423,0.01711,1.51136,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",3.30915,1.62450,6.74083,524230,1.19669,0.48520,1.90818,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",3.38778,1.63311,7.02772,524231,1.22017,0.49049,1.94986,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",3.41076,1.67654,6.93886,524232,1.22694,0.51673,1.93714,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",2.66621,1.30032,5.46687,524233,0.98066,0.26261,1.69871,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",3.25503,1.49622,7.08133,524234,1.18020,0.40294,1.95746,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",2.47964,1.13750,5.40535,524235,0.90811,0.12884,1.68739,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",2.29595,1.07750,4.89224,524236,0.83115,0.07464,1.58765,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",2.59281,1.14123,5.89074,524237,0.95274,0.13210,1.77338,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",2.55115,1.16710,5.57654,524238,0.93654,0.15452,1.71857,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234,"RA_GRP_EXP",2.18988,1.01857,4.70816,524239,0.78385,0.01840,1.54930,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,12345,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,123456,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524230,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524231,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524232,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524233,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524234,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524235,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524236,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524237,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524238,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
7,1234567,"RA_GRP_EXP",2.22090,1.03299,4.77487,524239,0.79791,0.03245,1.56337,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
8,123,"RA_GRP_EXP",3.02741,1.45071,6.31771,524230,1.10771,0.37206,1.84336,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
8,123,"RA_GRP_EXP",3.08134,1.43754,6.60479,524231,1.12536,0.36293,1.88780,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
8,123,"RA_GRP_EXP",3.15865,1.51721,6.57593,524232,1.15015,0.41687,1.88342,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
8,123,"RA_GRP_EXP",2.48226,1.18321,5.20754,524233,0.90917,0.16823,1.65011,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
8,123,"RA_GRP_EXP",3.02234,1.36056,6.71383,524234,1.10603,0.30789,1.90417,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
8,123,"RA_GRP_EXP",2.15479,0.96455,4.81379,524235,0.76769,-0.03610,1.57149,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
